ticker,company,quarter_end,fiscal_quarter_label,revenue_q,gross_profit_q,ebit_q,net_income_q,rd_expense_q,operating_cf_q,capex_q,cash_q,total_equity_q,total_debt_q,da_q,ebitda_q,close_price,shares_outstanding,market_cap,free_cash_flow_q,revenue_ttm,gross_profit_ttm,ebit_ttm,net_income_ttm,rd_ttm,capex_ttm,operating_cf_ttm,free_cash_flow_ttm,ebitda_ttm,gross_margin,operating_margin,ebitda_margin,net_margin,avg_equity_ttm,roe,rd_to_revenue,capex_to_revenue,debt_to_ebitda,revenue_growth_yoy,ebitda_growth_yoy,net_income_growth_yoy,enterprise_value,pe_ratio,ev_to_ebitda,price_to_sales
ADI,Analog Devices Inc.,2024-08-03,2024Q3,2312209000,1311239000,491319000,392232000,362671000,855027000,153886000.0,2106032000.0,35190109000,6655723000.0,530307000.0,1021626000.0,201.73939514160156,496216992.0,100106515825.06494,701141000.0,9700436000.0,5611931000.0,2097821000.0,1655631000.0,1515554000.0,1041446000.0,3989006000.0,2947560000.0,4217793000.0,0.5785235838883943,0.2162604856111622,0.43480447682970125,0.17067593662800312,35388023250.0,0.046785065905030454,0.15623565786115182,0.10736074131100912,1.5780108222475593,-0.24842751247767347,-0.3266305691131932,-0.5527668157702399,104656206825.06494,60.464267596502445,24.813025870417288,10.319795504559274
ADI,Analog Devices Inc.,2024-11-02,2024Q4,2443205000,1416128000,569392000,478072000,378903000,1050817000,165410000.0,1991342000.0,35176317000,6634313000.0,520461000.0,1089853000.0,219.5956268310547,496492992.0,109027689795.46582,885407000.0,9427157000.0,5381343000.0,2032798000.0,1635273000.0,1487863000.0,730463000.0,3852529000.0,3122066000.0,4137114000.0,0.5708341337690674,0.2156321359663364,0.43885065242893484,0.17346406769294284,35290822000.0,0.046337061800374044,0.1578273280056755,0.07748497240472392,1.6036089409187178,-0.1006002612200182,-0.06892506996818537,-0.04084425094797661,113670660795.46582,66.67246985394232,27.475834795818006,11.565277823999942
ADI,Analog Devices Inc.,2025-02-01,2025Q1,2423174000,1430303000,491313000,391316000,402892000,1126809000,148978000.0,2349994000.0,35070535000,6618556000.0,515603000.0,1006916000.0,207.23403930664062,496145984.0,102818336350.08789,977831000.0,9337627000.0,5337705000.0,1938147000.0,1563862000.0,1499328000.0,656463000.0,3840506000.0,3184043000.0,4032815000.0,0.571633992233787,0.20756312069436914,0.431888637230851,0.16747959626144843,35171437500.0,0.044463977339567085,0.16056841850718603,0.07030297954715904,1.6411752088801494,-0.035630937826341635,-0.09386032405970046,-0.15432641708826156,107086898350.08789,65.74642541994619,26.553883168478567,11.01118478496602
ADI,Analog Devices Inc.,2025-05-03,2025Q2,2640068000,1611610000,677944000,569770000,441837000,819478000,90268000.0,2376235000.0,35010620000,6648417000.0,500607000.0,1178551000.0,195.07135009765625,495976000.0,96750707936.03516,729210000.0,9818656000.0,5769280000.0,2229968000.0,1831390000.0,1586303000.0,558542000.0,3852131000.0,3293589000.0,4296946000.0,0.587583473746305,0.22711540153764426,0.4376307714620005,0.18652145466752273,35111895250.0,0.0521586769087892,0.16156009539391133,0.05688578966408437,1.5472423902930128,0.2227977354739772,0.2888508562804839,0.8851450162452603,101022889936.03516,52.829112278670934,23.510393180653224,9.853762871011588
ADI,Analog Devices Inc.,2025-08-02,2025Q3,2880348000,1789748000,818028000,518518000,454251000,1165105000,79153000.0,2321191000.0,34085842000,8139938000.0,487292000.0,1305320000.0,218.77325439453125,496248000.0,108565789946.77734,1085952000.0,10386795000.0,6247789000.0,2556677000.0,1957676000.0,1677883000.0,483809000.0,4162209000.0,3678400000.0,4580640000.0,0.6015126899106028,0.24614686243446607,0.441006104385424,0.18847738883842416,34835828500.0,0.05619719938625832,0.16154001306466528,0.04657923835023219,1.777030720597995,0.24571264967829465,0.2776887040854481,0.32196761100573124,114384536946.77734,55.456464678924064,24.97130028702918,10.452289656893907
ADI,Analog Devices Inc.,2025-11-01,2025Q4,3076117000,1941817000,945211000,787738000,467021000,1700810000,215153000.0,2499406000.0,33815755000,8145066000.0,495343000.0,1440554000.0,231.94244384765625,491955436.0,114105346089.97925,1485657000.0,11019707000.0,6773478000.0,2932496000.0,2267342000.0,1766001000.0,533552000.0,4812202000.0,4278650000.0,4931341000.0,0.614669518890112,0.26611379050277834,0.4475020070860323,0.20575338346110292,34495688000.0,0.06572827305256239,0.16025843518344,0.04841798425312034,1.651693930717831,0.25904989552657276,0.32178743371812524,0.6477392526648706,119751006089.97925,50.32559979481668,24.283659574541538,10.354662432492919
ADI,Analog Devices Inc.,2026-01-31,2026Q1,3160263000,2044976000,997026000,830826000,467400000,1368515000,109313000.0,2905860000.0,33787259000,7240279000.0,490501000.0,1487527000.0,309.0630798339844,489654098.0,151334003581.2116,1259202000.0,11756796000.0,7388151000.0,3438209000.0,2706852000.0,1830509000.0,493887000.0,5053908000.0,4560021000.0,5411952000.0,0.6284153437722318,0.2924443870591954,0.4603254151896486,0.23023721769094233,34174869000.0,0.07920592175495976,0.1556979469576575,0.0420086390884047,1.3378313407066433,0.3041832736732897,0.47730992456173116,1.12315877704975,155668422581.2116,55.907749511687975,28.763821737741136,12.872044694933178
ADI,Analog Devices Inc.,2026-05-02,2026Q2,3623465000,2439797000,1379679000,1176350000,509323000,872041000,137702000.0,2436916000.0,33742033000,7235424000.0,490935000.0,1870614000.0,396.6036682128906,488204157.0,193623559502.98196,734339000.0,12740193000.0,8216338000.0,4139944000.0,3313432000.0,1897995000.0,541321000.0,5106471000.0,4565150000.0,6104015000.0,0.6449147198947457,0.3249514351941136,0.47911479833939724,0.26007706476660125,33857722250.0,0.09786340544511969,0.14897694250000765,0.04248923073614348,1.185354885268139,0.37248926921579284,0.58721514809287,1.0646050160591116,198422067502.98196,58.43595386987932,32.50681191035441,15.197851359314727
AMD,Advanced Micro Devices Inc.,2022-03-26,2022Q1,5887000000,2818000000,951000000,786000000,1060000000,995000000,71000000.0,4740000000.0,55333000000,1787000000.0,1088000000.0,2039000000.0,119.66999816894531,1627360000.0,194746168220.21484,924000000.0,18876000000.0,9160000000.0,3937000000.0,3393000000.0,3295000000.0,306000000.0,3618000000.0,3312000000.0,5337000000.0,0.48527230345412165,0.20857173129900403,0.2827399872854418,0.1797520661157025,19257750000.0,0.1761888071036336,0.17456028819665184,0.01621106166560712,0.3348323027918306,0.7088534107402031,1.6935270805812417,0.4162162162162162,191793168220.21484,57.396453940528986,35.93651268881672,10.317131183524838
AMD,Advanced Micro Devices Inc.,2022-06-25,2022Q2,6550000000,3028000000,526000000,447000000,1300000000,1038000000,132000000.0,4964000000.0,55169000000,2777000000.0,2201000000.0,2727000000.0,87.08000183105469,1626200064.0,141609504550.78125,906000000.0,21576000000.0,10358000000.0,3632000000.0,3130000000.0,3936000000.0,374000000.0,3704000000.0,3330000000.0,7136000000.0,0.48007044864664444,0.16833518724508714,0.3307378568780126,0.14506859473489062,31283750000.0,0.10005194390058736,0.18242491657397109,0.017334074898034853,0.3891535874439462,0.7012987012987013,1.9385775862068964,-0.37042253521126756,139422504550.78125,45.24265321111222,19.537907027856118,6.563288123414036
AMD,Advanced Micro Devices Inc.,2022-09-24,2022Q3,5565000000,2354000000,-64000000,66000000,1279000000,965000000,123000000.0,3398000000.0,54542000000,2466000000.0,2165000000.0,2101000000.0,67.95999908447266,1614320000.0,109709185722.0459,842000000.0,22828000000.0,10626000000.0,2620000000.0,2273000000.0,4450000000.0,412000000.0,3820000000.0,3408000000.0,8192000000.0,0.46548098826003154,0.11477133345014894,0.35885754336779396,0.09957070264587349,43135250000.0,0.052694721834230705,0.19493604345540563,0.01804801121429823,0.301025390625,0.2902851843264549,1.0105263157894737,-0.9284940411700975,108777185722.0459,48.26624976772807,13.27846505396068,4.805904403453912
AMD,Advanced Micro Devices Inc.,2022-12-31,2022Q4,5599000000,2403000000,-149000000,21000000,1366000000,567000000,124000000.0,4835000000.0,54750000000,2467000000.0,-2328000000.0,-2477000000.0,64.7699966430664,1612359936.0,104432547642.13477,443000000.0,23601000000.0,10603000000.0,1264000000.0,1320000000.0,5005000000.0,450000000.0,3565000000.0,3115000000.0,4390000000.0,0.4492606245498072,0.05355705266725986,0.18600906741239778,0.055929833481632135,54948500000.0,0.02402249378963939,0.21206728528452184,0.019066988686920045,0.5619589977220957,0.1601740571902197,-2.869433962264151,-0.9784394250513347,102064547642.13477,79.11556639555664,23.24932748112409,4.424920454308494
AMD,Advanced Micro Devices Inc.,2023-04-01,2023Q1,5353000000,2359000000,-145000000,-139000000,1411000000,486000000,158000000.0,3825000000.0,54694000000,2467000000.0,1805000000.0,1660000000.0,98.01000213623047,1611389952.0,157932332637.8203,328000000.0,23067000000.0,10144000000.0,168000000.0,395000000.0,5356000000.0,537000000.0,3056000000.0,2519000000.0,4011000000.0,0.4397624311787402,0.0072831317466510595,0.17388477045129405,0.01712402999956648,54788750000.0,0.007209509251443043,0.232193176399185,0.023280010404473923,0.6150585888805784,-0.09070834041107523,-0.18587542913192745,-1.1768447837150127,156574332637.8203,399.8286902223299,39.036233517282554,6.84667848605455
AMD,Advanced Micro Devices Inc.,2023-07-01,2023Q2,5359000000,2443000000,-20000000,27000000,1443000000,379000000,125000000.0,3841000000.0,55136000000,2467000000.0,1526000000.0,1506000000.0,113.91000366210938,1610360064.0,183436120787.5547,254000000.0,21876000000.0,9559000000.0,-378000000.0,-25000000.0,5499000000.0,530000000.0,2397000000.0,1867000000.0,2790000000.0,0.4369628816968367,-0.01727921009325288,0.12753702687877125,-0.0011428049003474126,54780500000.0,-0.0004563667728480025,0.2513713658804169,0.024227463887365148,0.8842293906810036,-0.1818320610687023,-0.44774477447744776,-0.9395973154362416,182062120787.5547,-7337.444831502187,65.25524042564685,8.385267909469496
AMD,Advanced Micro Devices Inc.,2023-09-30,2023Q3,5800000000,2747000000,224000000,299000000,1507000000,421000000,124000000.0,3561000000.0,54970000000,2467000000.0,1523000000.0,1747000000.0,102.81999969482422,1615670016.0,166123190552.05664,297000000.0,22111000000.0,9952000000.0,-90000000.0,208000000.0,5727000000.0,531000000.0,1853000000.0,1322000000.0,2436000000.0,0.45009271403373885,-0.004070372212925693,0.11017140789652209,0.00940708244765049,54887500000.0,0.0037895695741289,0.2590113518158383,0.024015196056261588,1.0127257799671592,0.04222821203953275,-0.16849119466920515,3.5303030303030303,165029190552.05664,798.6691853464262,67.74597313302817,7.513146874951682
AMD,Advanced Micro Devices Inc.,2023-12-30,2023Q4,6168000000,2911000000,342000000,667000000,1511000000,381000000,139000000.0,3933000000.0,55892000000,2468000000.0,-1412000000.0,-1070000000.0,147.41000366210938,1615500032.0,238140865633.2578,242000000.0,22680000000.0,10460000000.0,401000000.0,854000000.0,5872000000.0,546000000.0,1667000000.0,1121000000.0,3843000000.0,0.46119929453262787,0.017680776014109348,0.16944444444444445,0.037654320987654324,55173000000.0,0.015478585540028638,0.2589065255731922,0.024074074074074074,0.6422066094197242,0.10162529023039824,-0.5680258377069035,30.761904761904763,236675865633.2578,278.8534726384752,61.58622576977825,10.500038167251226
AMD,Advanced Micro Devices Inc.,2024-03-30,2024Q1,5473000000,2560000000,36000000,123000000,1525000000,521000000,142000000.0,4190000000.0,56198000000,2468000000.0,784000000.0,820000000.0,180.49000549316406,1616140032.0,291697123253.40234,379000000.0,22800000000.0,10661000000.0,582000000.0,1116000000.0,5986000000.0,530000000.0,1702000000.0,1172000000.0,3003000000.0,0.4675877192982456,0.025526315789473685,0.13171052631578947,0.04894736842105263,55549000000.0,0.02009037066373832,0.2625438596491228,0.02324561403508772,0.8218448218448219,0.022417336073230043,-0.5060240963855422,-1.8848920863309353,289975123253.40234,261.377350585486,96.56181260519558,12.793733476026418
AMD,Advanced Micro Devices Inc.,2024-06-29,2024Q2,5835000000,2864000000,269000000,265000000,1583000000,593000000,154000000.0,4113000000.0,56538000000,1719000000.0,769000000.0,1038000000.0,162.2100067138672,1616310016.0,262181658547.05078,439000000.0,23276000000.0,11082000000.0,871000000.0,1354000000.0,6126000000.0,559000000.0,1916000000.0,1357000000.0,2535000000.0,0.4761127341467606,0.0374205189895171,0.10891046571575873,0.05817150713180959,55899500000.0,0.02422204134205136,0.2631895514693246,0.024016153978346794,0.6781065088757396,0.08882254151894009,-0.31075697211155373,8.814814814814815,259787658547.05078,193.63490291510396,102.48033867733758,11.264034135893228
AMD,Advanced Micro Devices Inc.,2024-09-28,2024Q3,6819000000,3419000000,724000000,771000000,1636000000,628000000,132000000.0,3897000000.0,56985000000,1720000000.0,756000000.0,1480000000.0,164.35000610351562,1618480000.0,265997197878.41797,496000000.0,24295000000.0,11754000000.0,1371000000.0,1826000000.0,6255000000.0,567000000.0,2123000000.0,1556000000.0,2268000000.0,0.48380325169788024,0.05643136447828771,0.09335254167524182,0.07515949783906153,56403250000.0,0.032374021000562914,0.25746038279481376,0.023338135418810455,0.7583774250440917,0.17568965517241386,-0.1528334287349743,1.5785953177257523,263820197878.41797,145.67206893670206,116.32283857073102,10.948639550459681
AMD,Advanced Micro Devices Inc.,2024-12-28,2024Q4,7658000000,3882000000,871000000,482000000,1712000000,1299000000,208000000.0,3787000000.0,57568000000,1721000000.0,762000000.0,1633000000.0,125.19000244140625,1622809984.0,203159585858.89844,1091000000.0,25785000000.0,12725000000.0,1900000000.0,1641000000.0,6456000000.0,636000000.0,3041000000.0,2405000000.0,4971000000.0,0.49350397517936784,0.0736862516967229,0.1927865037812682,0.06364165212332752,56822250000.0,0.028879532225492655,0.2503781268179174,0.024665503199534613,0.34620800643733657,0.24156939040207526,-2.5261682242990657,-0.2773613193403298,201093585858.89844,123.8023070438138,40.453346581955024,7.878983356947777
AMD,Advanced Micro Devices Inc.,2025-03-29,2025Q1,7438000000,3736000000,806000000,709000000,1728000000,939000000,212000000.0,6049000000.0,57881000000,3217000000.0,742000000.0,1548000000.0,103.22000122070312,1620480000.0,167265947578.125,727000000.0,27750000000.0,13901000000.0,2670000000.0,2227000000.0,6659000000.0,706000000.0,3459000000.0,2753000000.0,5699000000.0,0.500936936936937,0.09621621621621622,0.20536936936936936,0.08025225225225226,57243000000.0,0.0389043201788865,0.23996396396396397,0.02544144144144144,0.5644849973679593,0.3590352640233876,0.8878048780487804,4.764227642276423,164433947578.125,75.10819379350022,28.85312293000965,6.027601714527027
AMD,Advanced Micro Devices Inc.,2025-06-28,2025Q2,7685000000,3059000000,-134000000,872000000,1894000000,2011000000,282000000.0,4442000000.0,59665000000,3218000000.0,757000000.0,623000000.0,143.80999755859375,1621400064.0,233173539245.34375,1729000000.0,29600000000.0,14096000000.0,2267000000.0,2834000000.0,6970000000.0,834000000.0,4877000000.0,4043000000.0,5284000000.0,0.47621621621621624,0.07658783783783783,0.17851351351351352,0.09574324324324324,58024750000.0,0.048841227234929924,0.23547297297297298,0.028175675675675676,0.6090083270249811,0.31705227077977716,-0.39980732177263967,2.290566037735849,231949539245.34375,82.27718392566823,43.89658199192728,7.877484433964316
AMD,Advanced Micro Devices Inc.,2025-09-27,2025Q3,9246000000,4780000000,1270000000,1243000000,2139000000,2159000000,258000000.0,4808000000.0,60790000000,3220000000.0,754000000.0,2024000000.0,159.4600067138672,1622843689.0,258778665543.497,1901000000.0,32027000000.0,15457000000.0,2813000000.0,3306000000.0,7473000000.0,960000000.0,6408000000.0,5448000000.0,5828000000.0,0.4826240359696506,0.08783214163049927,0.18197146157929248,0.1032254035657414,58976000000.0,0.05605670103092784,0.2333343741218347,0.029974708839416744,0.5525051475634866,0.355917289925209,0.3675675675675676,0.6121919584954605,257190665543.497,78.2754584221104,44.13017596834197,8.080015784915759
AMD,Advanced Micro Devices Inc.,2025-12-27,2025Q4,10270000000,5577000000,1752000000,1511000000,2330000000,2600000000,222000000.0,5539000000.0,62999000000,3222000000.0,797000000.0,2549000000.0,214.99000549316406,1628041540.0,350012659627.6993,2378000000.0,34639000000.0,17152000000.0,3694000000.0,4335000000.0,8091000000.0,974000000.0,7709000000.0,6735000000.0,6744000000.0,0.4951644100580271,0.10664280146655504,0.19469384220098732,0.12514795461762754,60333750000.0,0.07185033252532787,0.23358064609255463,0.02811859464765149,0.4777580071174377,0.3410812222512405,0.5609308022045316,2.1348547717842323,347695659627.6993,80.74109795333317,51.556295911580555,10.104583262441158
AMD,Advanced Micro Devices Inc.,2026-03-28,2026Q1,10253000000,5416000000,1476000000,1383000000,2397000000,2955000000,389000000.0,5585000000.0,64462000000,3224000000.0,757000000.0,2233000000.0,201.99000549316406,1630410843.0,329326695133.68427,2566000000.0,37454000000.0,18832000000.0,4364000000.0,5009000000.0,8760000000.0,1151000000.0,9725000000.0,8574000000.0,7429000000.0,0.5028034388850323,0.11651625994553319,0.19834997597052384,0.13373738452501735,61979000000.0,0.0808176963164943,0.23388690126555242,0.030731030063544613,0.43397496298290483,0.3784619521376713,0.4425064599483204,0.9506346967559944,326965695133.68427,65.7469944367507,44.0120736483624,8.792831076351906
AVGO,Broadcom Inc.,2022-01-30,2022Q1,7706000000,5049000000,3108000000,2472000000,1206000000,3486000000,101000000.0,10219000000.0,22968000000,46055769230.76923,136000000.0,3244000000.0,51.69281005859375,412873984.0,21342616433.046875,3385000000.0,28501000000.0,17941000000.0,9790000000.0,7830000000.0,4849000000.0,430000000.0,14137000000.0,13707000000.0,10327000000.0,0.6294866846777306,0.3434967194133539,0.36233816357320797,0.27472720255429633,24052250000.0,0.3255412695277989,0.1701343812497807,0.01508718992316059,4.4597433166233404,0.15792637114951158,0.6425316455696202,0.7939042089985486,57179385663.81611,2.725749225165629,5.536882508358294,0.748837459494294
AVGO,Broadcom Inc.,2022-05-01,2022Q2,8103000000,5439000000,3394000000,2590000000,1261000000,4243000000,85000000.0,9005000000.0,20963000000,48334153846.15385,135000000.0,3529000000.0,51.511817932128906,408280992.0,21031296125.05298,4158000000.0,29994000000.0,19323000000.0,11209000000.0,8927000000.0,4872000000.0,389000000.0,14811000000.0,14422000000.0,11748000000.0,0.6442288457691538,0.373708074948323,0.39167833566713345,0.2976261919050477,23308250000.0,0.382997436529984,0.16243248649729947,0.01296926051877042,4.114245305256541,0.2258698940998487,0.6740986717267552,0.7347622237106497,60360449971.20682,2.3559198078921226,5.137934113994452,0.7011834408566039
AVGO,Broadcom Inc.,2022-07-31,2022Q3,8464000000,5681000000,3737000000,3074000000,1255000000,4424000000,116000000.0,9977000000.0,20876000000,50612538461.53846,129000000.0,3866000000.0,50.16725540161133,404977984.0,20316633955.357666,4308000000.0,31680000000.0,20807000000.0,12820000000.0,10125000000.0,4922000000.0,390000000.0,15694000000.0,15304000000.0,13354000000.0,0.6567866161616162,0.4046717171717172,0.4215277777777778,0.3196022727272727,22442250000.0,0.45115797212846304,0.15536616161616162,0.01231060606060606,3.7900657826522735,0.24874594275597528,0.7106194690265486,0.6385927505330491,60952172416.89612,2.0065811313933497,4.564338207046287,0.6413078900049768
AVGO,Broadcom Inc.,2022-10-30,2022Q4,8930000000,5926000000,3986000000,3359000000,1197000000,4583000000,122000000.0,12416000000.0,22709000000,52890923076.92308,129000000.0,4115000000.0,44.67585754394531,405008000.0,18094079712.158203,4461000000.0,33203000000.0,22095000000.0,14225000000.0,11495000000.0,4919000000.0,424000000.0,16736000000.0,16312000000.0,14754000000.0,0.6654519169954523,0.4284251423064181,0.4443574375809415,0.3462036562961178,21879000000.0,0.5253896430367019,0.14814926362075717,0.012769930427973376,3.5848531297900963,0.20561630889698934,0.5156537753222836,0.6887883358471594,58569002789.08128,1.5740826195874904,3.969703320393201,0.5449531582133603
AVGO,Broadcom Inc.,2023-01-29,2023Q1,8915000000,6004000000,4103000000,3774000000,1195000000,4036000000,103000000.0,12647000000.0,23310000000,55169307692.30769,127000000.0,4230000000.0,56.29791259765625,417886016.0,23526110404.55078,3933000000.0,34412000000.0,23050000000.0,15220000000.0,12797000000.0,4908000000.0,426000000.0,17286000000.0,16860000000.0,15740000000.0,0.6698244798326165,0.44228757410205743,0.45739858189003835,0.37187608973613856,21964500000.0,0.5826219581597578,0.14262466581425084,0.012379402533999767,3.505038608151696,0.15689073449260316,0.3039457459926018,0.5266990291262137,66048418096.858475,1.83840825228966,4.196214618606002,0.6836600722001274
AVGO,Broadcom Inc.,2023-04-30,2023Q2,8733000000,6115000000,4008000000,3481000000,1312000000,4502000000,122000000.0,11553000000.0,22007000000,57447692307.69231,129000000.0,4137000000.0,60.110164642333984,416924000.0,25061370283.340454,4380000000.0,35042000000.0,23726000000.0,15834000000.0,13688000000.0,4959000000.0,463000000.0,17545000000.0,17082000000.0,16348000000.0,0.6770732264140175,0.4518577706751898,0.46652588322584326,0.3906169739170139,22225500000.0,0.6158691592990034,0.14151589521146055,0.013212716169168427,3.514050177862265,0.07774898185857082,0.17228676678945876,0.3440154440154439,70956062591.03276,1.8309008097121897,4.340351271778368,0.715180933831986
